epoch,loss,val_loss
0,0.01903047040104866,0.0025311000645160675
1,0.004555237479507923,0.0018901388393715024
2,0.004278882872313261,0.0026734345592558384
3,0.003913941327482462,0.0014536191010847688
4,0.0037077507004141808,0.0025954078882932663
5,0.0032227986957877874,0.0014009654987603426
6,0.0031243537086993456,0.0012381419073790312
7,0.0029444433748722076,0.0012502408353611827
8,0.002860946347936988,0.0012000792194157839
9,0.0029049846343696117,0.0014842109521850944
10,0.0025758075062185526,0.0010667057940736413
11,0.0027119340375065804,0.002126087434589863
12,0.0023669155780225992,0.001378233777359128
13,0.0023780998308211565,0.0032077438663691282
14,0.002486777026206255,0.0014003132237121463
15,0.0021831365302205086,0.0012372860219329596
16,0.001995471306145191,0.0009623156511224806
17,0.002031656913459301,0.0016730483621358871
18,0.0019215591019019485,0.0008607447380200028
19,0.0018047315534204245,0.0009496264974586666
20,0.0019144274992868304,0.0009754493366926908
21,0.0018531183013692498,0.0008112832438200712
22,0.0016155203338712454,0.0007582075777463615
23,0.0014246819773688912,0.0007019817130640149
24,0.0016285127494484186,0.004153023939579725
25,0.0017791891004890203,0.0007500300416722894
26,0.0014315692242234945,0.0007772493991069496
27,0.0015142129268497229,0.0010821782052516937
28,0.0014015913475304842,0.0006765856523998082
29,0.0013013903517276049,0.0009556346922181547
30,0.0013160937232896686,0.0007497310289181769
31,0.0013163125840947032,0.0007965793483890593
32,0.001164548099040985,0.0005917651578783989
33,0.0012536125723272562,0.0005992607329972088
34,0.0011271226685494184,0.0005783495726063848
35,0.0011139771668240428,0.0006657364428974688
36,0.0010881765047088265,0.000845954054966569
37,0.0009973392589017749,0.0005809515714645386
38,0.0009736655629239976,0.0005259805475361645
39,0.0009829194750636816,0.0004733092209789902
40,0.0009873968083411455,0.0005185631453059614
41,0.0009028674103319645,0.00046320719411596656
42,0.0008637320133857429,0.000471333711175248
43,0.000898586236871779,0.00043848788482137024
44,0.0008766161045059562,0.0006531451945193112
45,0.0008656103163957596,0.0006995928706601262
46,0.0008353681769222021,0.00038801535265520215
47,0.0008113588555715978,0.0004930191789753735
48,0.0009155935258604586,0.0008118738187476993
49,0.0008185583865270019,0.0007995403720997274
50,0.0007274457020685077,0.0003702110261656344
51,0.0007362653850577772,0.0005435702623799443
52,0.0008222610922530293,0.00034706000587902963
53,0.0006959023303352296,0.0003646153199952096
54,0.0007060752832330763,0.0003737372753676027
55,0.0006619174964725971,0.00033223870559595525
56,0.0006648859125562012,0.00044528854778036475
57,0.0006460832082666457,0.0004583457484841347
58,0.0006563786882907152,0.00033356016501784325
59,0.0006188692059367895,0.0010965558467432857
60,0.0007482116925530136,0.00035427507827989757
61,0.0006364919245243073,0.000488762219902128
62,0.0006030836375430226,0.0003070255334023386
63,0.0006517856381833553,0.0005294611328281462
64,0.0006214962340891361,0.00028343533631414175
65,0.000660679885186255,0.0006754450150765479
66,0.0005381471128202975,0.0002651345275808126
67,0.0005459939129650593,0.00027940893778577447
68,0.0005430429009720683,0.00035967014264315367
69,0.0005385298281908035,0.00025204592384397984
70,0.0005322673823684454,0.00030176161089912057
71,0.0005340711795724928,0.00034962661447934806
72,0.0005514865624718368,0.000278136576525867
73,0.0005526421591639519,0.0005770438583567739
74,0.0005226462380960584,0.00028932999703101814
75,0.0005484234425239265,0.0003205548273399472
76,0.0005158533458597958,0.00034675124334171414
77,0.0005706888623535633,0.00029046714189462364
78,0.0005334144807420671,0.00024739664513617754
79,0.00046985753579065204,0.0004289571661502123
80,0.0005425288109108806,0.00036153290420770645
81,0.0005442023393698037,0.0002417583455098793
82,0.0005135782994329929,0.0002905825385823846
83,0.0004931617877446115,0.00024144683266058564
84,0.00047949241707101464,0.000233062804909423
85,0.0005367733538150787,0.0002713141730055213
86,0.0005240815225988626,0.0002627065987326205
87,0.00048140043509192765,0.00029625382740050554
88,0.0005272329435683787,0.0004322177264839411
89,0.0006068552029319108,0.0002459480310790241
90,0.00047093501780182123,0.00023069939925335348
91,0.0005097583634778857,0.0004696586693171412
92,0.0005823785904794931,0.00024119247973430902
93,0.0005421630921773612,0.0002741320931818336
94,0.0005044584977440536,0.0002605282061267644
95,0.00047883708612062037,0.0002669581735972315
96,0.0005131879588589072,0.0019340113503858447
97,0.0008863979601301253,0.00025415452546440065
98,0.0005017131916247308,0.0002694978902582079
99,0.0004651611961890012,0.00030761692323721945
