epoch,loss,val_loss
0,0.00907230842858553,0.0032639596611261368
1,0.0019373736577108502,0.0021355366334319115
2,0.0016111080767586827,0.0026588879991322756
3,0.0013587584253400564,0.002038826933130622
4,0.0014130686176940799,0.005512045230716467
5,0.0013008706737309694,0.00214491062797606
6,0.0012086095521226525,0.001963401446118951
7,0.00111594726331532,0.0019545545801520348
8,0.0011422907700762153,0.0038390490226447582
9,0.001027298509143293,0.002004022477194667
10,0.0010461460333317518,0.0018575976137071848
11,0.0009608482359908521,0.003833181457594037
12,0.0009536948637105525,0.0018405228620395064
13,0.0009795967489480972,0.002173507120460272
14,0.0009726169519126415,0.001770552946254611
15,0.0008963996660895646,0.004109445959329605
16,0.0009825462475419044,0.0017506817821413279
17,0.0008043530397117138,0.0015126067446544766
18,0.0007803392945788801,0.0023620538413524628
19,0.0007918445044197142,0.0015325263375416398
20,0.000757505651563406,0.002407004591077566
21,0.0006884091417305171,0.0014852999011054635
22,0.0006874293321743608,0.0013593024341389537
23,0.0007256525568664074,0.0013303891755640507
24,0.0006597358151338995,0.0014067435404285789
25,0.0005734603619202971,0.0015231302240863442
26,0.0006208129343576729,0.001235972042195499
27,0.0006245540571399033,0.0012487987987697124
28,0.0005708539392799139,0.0014034723863005638
29,0.0006223113741725683,0.001182129723019898
30,0.0005169087671674788,0.001143753295764327
31,0.000523001654073596,0.0011715637519955635
32,0.0005329209961928427,0.002183584263548255
33,0.0005110445199534297,0.0010606987634673715
34,0.0005008993903174996,0.0010414030402898788
35,0.0005622133030556142,0.0023125717416405678
36,0.000524186238180846,0.0010608683805912733
37,0.0004873886937275529,0.001867224695160985
38,0.0004566798743326217,0.0018165449146181345
39,0.00046972697600722313,0.0027013199869543314
40,0.00043450816883705556,0.001309058046899736
41,0.00046728760935366154,0.0010308222845196724
42,0.00046806124737486243,0.0009838218102231622
43,0.00043807367910631,0.0008977591642178595
44,0.00044479576172307134,0.0009867202024906874
45,0.0004625635629054159,0.0008440188248641789
46,0.00046732244663871825,0.001580635434947908
47,0.00045365694677457213,0.0008611527155153453
48,0.0004238959227222949,0.0011356882750988007
49,0.00038914295146241784,0.0024231811985373497
50,0.00043032929534092546,0.0007879644399508834
51,0.00036528901546262205,0.0007853293209336698
52,0.00041285966290161014,0.0007526467670686543
53,0.00042912678327411413,0.000772088416852057
54,0.0004008547111880034,0.0009200190543197095
55,0.0004252417420502752,0.0008377315825782716
56,0.0004612176853697747,0.0007905223174020648
57,0.00036083246232010424,0.0007001915364526212
58,0.0004356222343631089,0.0009833612712100148
59,0.00038822676287963986,0.0007158906664699316
60,0.0003648990241345018,0.002047914545983076
61,0.00040445043123327196,0.0010503599187359214
62,0.0003706747083924711,0.0008748994441702962
63,0.0004308063362259418,0.0020066052675247192
64,0.00033665375667624176,0.0006971788825467229
65,0.0003547033993527293,0.0006664034444838762
66,0.0004093794559594244,0.0006483419565483928
67,0.00036222272319719195,0.0006738596130162477
68,0.00035139109240844846,0.0012532337568700314
69,0.00034439298906363547,0.0006906091002747416
70,0.0003490143280941993,0.0010361302411183715
71,0.0004003340727649629,0.0016200656536966562
72,0.0003761022526305169,0.0007738710264675319
73,0.0003855695540551096,0.0008606218034401536
74,0.00035710271913558245,0.0007046285318210721
75,0.00038081270758993924,0.0018022358417510986
76,0.0003460496664047241,0.0007242161664180458
77,0.00036159573937766254,0.0013576108030974865
78,0.00036837608786299825,0.0007681775605306029
79,0.00032819714397192,0.000665639468934387
80,0.0003462413151282817,0.0006352258496917784
81,0.0003468377108220011,0.001307253842242062
82,0.00037667914875783026,0.0031415238045156
83,0.0004393157723825425,0.0006321875844150782
84,0.00041854698793031275,0.0010620095999911427
85,0.00040797240217216313,0.002462593140080571
86,0.0003748115268535912,0.0006720293313264847
87,0.00032193621154874563,0.0008002646500244737
88,0.00033693641307763755,0.0007378333248198032
89,0.00035931949969381094,0.0008943125139921904
90,0.00032456815824843943,0.0011270353570580482
91,0.0003650971339084208,0.0006130268448032439
92,0.00032452234881930053,0.0007246800232678652
93,0.0003577651805244386,0.0012468242784962058
94,0.00042018789099529386,0.001116083119995892
95,0.0003659817448351532,0.0010067509720101953
96,0.0003853034577332437,0.0010037595639005303
97,0.0003452974488027394,0.0005435016937553883
98,0.00034476921427994967,0.0005621212185360491
99,0.0003673082683235407,0.0011584297753870487
