epoch,loss,mae,val_loss,val_mae
111,0.0007778661674819887,0.020472174510359764,0.007115810643881559,0.06821117550134659
112,0.0007793286349624395,0.020496224984526634,0.008298836648464203,0.07709918171167374
113,0.000782148854341358,0.020626043900847435,0.008894280530512333,0.08130670338869095
114,0.0007935885805636644,0.02078625001013279,0.008600523695349693,0.0788617730140686
115,0.0007899157353676856,0.020684368908405304,0.010189272463321686,0.08888344466686249
116,0.0007824480417184532,0.020502422004938126,0.008015480823814869,0.07468096911907196
117,0.0007738173590041697,0.020504124462604523,0.007760950829833746,0.07203953713178635
118,0.0007755226106382906,0.02050078473985195,0.0111331632360816,0.09386596828699112
119,0.0007919201161712408,0.020770501345396042,0.0076947566121816635,0.07145081460475922
120,0.000780262635089457,0.020544283092021942,0.009974010288715363,0.08628177642822266
121,0.0007985278498381376,0.020784461870789528,0.00883370079100132,0.07983914762735367
122,0.0007847087108530104,0.020580865442752838,0.00828210636973381,0.07547573745250702
123,0.0007937934715300798,0.02084179036319256,0.008934875018894672,0.07985887676477432
124,0.0007811638643033803,0.020616741850972176,0.008185680955648422,0.07476480305194855
125,0.0007933899178169668,0.020798515528440475,0.010655544698238373,0.09118634462356567
126,0.0007897296454757452,0.020693276077508926,0.009811089374125004,0.0855688601732254
127,0.0007768496870994568,0.020520761609077454,0.008906145580112934,0.08032910525798798
128,0.0007755918777547777,0.020570071414113045,0.009575748816132545,0.08356224745512009
129,0.0007828547386452556,0.020630333572626114,0.010023616254329681,0.08587423712015152
130,0.0007807003566995263,0.020556122064590454,0.010849633254110813,0.09082222729921341
131,0.0007829023525118828,0.02060525119304657,0.009213652461767197,0.08095305413007736
132,0.0007972731254994869,0.020855719223618507,0.011572225019335747,0.09450700879096985
133,0.000786485499702394,0.020606856793165207,0.009118802845478058,0.079844169318676
134,0.000769411853980273,0.02044556476175785,0.009244151413440704,0.08052977919578552
135,0.000777715933509171,0.020526081323623657,0.010320872999727726,0.0869651660323143
136,0.0007843836210668087,0.020641867071390152,0.011521393433213234,0.0940585806965828
137,0.0007684645242989063,0.020363355055451393,0.01177099347114563,0.0956975594162941
138,0.0007703779847361147,0.020425764843821526,0.011341139674186707,0.0934736579656601
139,0.0007792816031724215,0.02052956074476242,0.010020573623478413,0.0849432721734047
140,0.0007778028957545757,0.020506886765360832,0.010625227354466915,0.0893392264842987
141,0.0008030708413571119,0.020917631685733795,0.011860623955726624,0.09570235759019852
142,0.0007896982133388519,0.02071794867515564,0.010601195506751537,0.0882013812661171
143,0.0008025793358683586,0.020861098542809486,0.011291506700217724,0.09219224750995636
144,0.0007887203828431666,0.020780222490429878,0.012354818172752857,0.09786190837621689
145,0.0007700009737163782,0.020431021228432655,0.012091932818293571,0.09614364802837372
146,0.0007840911857783794,0.02062731795012951,0.012478143908083439,0.09800942987203598
147,0.0007669419865123928,0.020371675491333008,0.012091511860489845,0.09633159637451172
148,0.0007739434950053692,0.020498966798186302,0.010552698746323586,0.08722999691963196
149,0.0007647931342944503,0.020347757264971733,0.01120525412261486,0.09141965955495834
