epoch,loss,mae,val_loss,val_mae
0,0.021726028993725777,0.09282279759645462,0.039312418550252914,0.11571630835533142
1,0.006970744114369154,0.04944458231329918,0.025242187082767487,0.08867792785167694
2,0.004862955771386623,0.04265178367495537,0.019512852653861046,0.08740302175283432
3,0.003711055964231491,0.03804565966129303,0.015025311149656773,0.07395826280117035
4,0.0029806257225573063,0.03480536490678787,0.01293875090777874,0.0768260583281517
5,0.002546581206843257,0.033069808036088943,0.011469986289739609,0.07647549360990524
6,0.002218489069491625,0.03146493062376976,0.010269636288285255,0.07435844838619232
7,0.0019835897255688906,0.030366744846105576,0.00863104872405529,0.06517815589904785
8,0.0018072761595249176,0.029220491647720337,0.007732112426310778,0.061281438916921616
9,0.0016459571197628975,0.028373781591653824,0.007425636984407902,0.061887145042419434
10,0.00153927702922374,0.02762625552713871,0.006652538198977709,0.05594729259610176
11,0.0014804488746449351,0.02722933329641819,0.006188146770000458,0.05247299745678902
12,0.0014099051477387547,0.02670009806752205,0.006092966068536043,0.05266447365283966
13,0.0013465926749631763,0.026070861145853996,0.005847471300512552,0.050956860184669495
14,0.001299471128731966,0.025701753795146942,0.00670449435710907,0.06455785036087036
15,0.0012418456608429551,0.025234229862689972,0.005769446492195129,0.05235763266682625
16,0.0012317211367189884,0.025132767856121063,0.005668435711413622,0.050116315484046936
17,0.0012142815394327044,0.024952491745352745,0.007364195771515369,0.07127995043992996
18,0.0011702257907018065,0.02460630238056183,0.005682043265551329,0.05196361243724823
19,0.0011353057343512774,0.024083614349365234,0.005823059007525444,0.05478299781680107
20,0.0011153749655932188,0.024036064743995667,0.0055135996080935,0.04874298721551895
21,0.0011060815304517746,0.02389439381659031,0.005630818661302328,0.051665496081113815
22,0.0010871679987758398,0.023681648075580597,0.006016189232468605,0.05771723389625549
23,0.0010556598426774144,0.023307329043745995,0.006582203321158886,0.06419870257377625
24,0.0010338501306250691,0.02311655320227146,0.00570724019780755,0.052475087344646454
25,0.001042985706590116,0.02327798865735531,0.005509238690137863,0.04829108715057373
26,0.000991633627563715,0.022675439715385437,0.006268689874559641,0.060650065541267395
27,0.0009999994654208422,0.022845564410090446,0.005743024405092001,0.05379711464047432
28,0.0009879893623292446,0.022648196667432785,0.00609162962064147,0.058633409440517426
29,0.000965375336818397,0.02248898521065712,0.005691893398761749,0.05281988903880119
30,0.0009634948219172657,0.02235507033765316,0.005642108153551817,0.05184028670191765
31,0.000963555765338242,0.022346360608935356,0.0055941310711205006,0.050855837762355804
32,0.0009486880735494196,0.022286128252744675,0.005850040819495916,0.055277805775403976
33,0.0009170487755909562,0.021848713979125023,0.0057728528045117855,0.054240696132183075
34,0.0009192213183268905,0.02183915488421917,0.00606736121699214,0.058370448648929596
35,0.0008996778633445501,0.021705102175474167,0.006373047828674316,0.06199837476015091
36,0.0009066628408618271,0.02174891158938408,0.005937668029218912,0.05681451037526131
37,0.0009152827551588416,0.021898256614804268,0.006291061174124479,0.06125737354159355
38,0.0008990981732495129,0.021604692563414574,0.005714028142392635,0.0526416040956974
39,0.0008756332681514323,0.0213606059551239,0.005565627943724394,0.0498894639313221
40,0.0008852325263433158,0.02151981182396412,0.005798113066703081,0.05461570993065834
41,0.000882407242897898,0.021603133529424667,0.005986141972243786,0.05765410512685776
42,0.0008779414347372949,0.021531512960791588,0.0055888923816382885,0.05056796222925186
43,0.000865544774569571,0.021267404779791832,0.0068037486635148525,0.06652946770191193
44,0.0008735171286389232,0.021478643640875816,0.0055766929872334,0.0504278838634491
45,0.0008592702215537429,0.021271826699376106,0.0054650697857141495,0.04849737510085106
46,0.0008822909439913929,0.02164696529507637,0.005871058441698551,0.056018657982349396
47,0.0008367269183509052,0.021001281216740608,0.00546642392873764,0.04808902367949486
48,0.0008720619953237474,0.021492188796401024,0.005655158311128616,0.052881669253110886
49,0.0008591446676291525,0.02129780314862728,0.0056043048389256,0.052170224487781525
50,0.0008526364108547568,0.021270766854286194,0.005525289103388786,0.04952710494399071
51,0.0008780938223935664,0.021594522520899773,0.005896484479308128,0.056353598833084106
52,0.0008261025650426745,0.02083953469991684,0.006468705367296934,0.06349898129701614
53,0.0008488064631819725,0.021249618381261826,0.005489455070346594,0.05028977245092392
54,0.0008266144432127476,0.020843099802732468,0.007104166317731142,0.06958173960447311
55,0.0008286939118988812,0.020879456773400307,0.006775309797376394,0.06673235446214676
56,0.0008292979327961802,0.020987847819924355,0.005392362829297781,0.048499055206775665
57,0.0008299784385599196,0.02094322070479393,0.006066023372113705,0.05921947956085205
58,0.0008154514362104237,0.020862877368927002,0.0055711157619953156,0.052562564611434937
59,0.0008322939975187182,0.02104434184730053,0.007691581267863512,0.07462498545646667
60,0.0008198192226700485,0.02100980095565319,0.0057659572921693325,0.05546042323112488
61,0.0008151675574481487,0.02089470811188221,0.005315426271408796,0.04687095433473587
62,0.0008349165436811745,0.021090643480420113,0.005396450869739056,0.049500081688165665
63,0.0008208748186007142,0.020896784961223602,0.0058569577522575855,0.05686892941594124
64,0.0008345451788045466,0.02122940868139267,0.005475917831063271,0.05130935087800026
65,0.0008164376486092806,0.020843472331762314,0.005565887317061424,0.05252288281917572
66,0.0008027692092582583,0.02072296291589737,0.005777013022452593,0.05597560107707977
67,0.0008116027456708252,0.020805131644010544,0.007329980377107859,0.07182252407073975
68,0.0008201826713047922,0.02095532976090908,0.0056108757853507996,0.05379422381520271
69,0.0008129980997182429,0.020825963467359543,0.006350911688059568,0.0627799779176712
70,0.0008107135654427111,0.020817607641220093,0.0066520581021904945,0.06582646071910858
71,0.0007962104282341897,0.020670028403401375,0.006846046540886164,0.06749707460403442
72,0.000802125025074929,0.020805003121495247,0.0059865619987249374,0.05890289321541786
73,0.0008293927530758083,0.02113289386034012,0.008770483545958996,0.08237280696630478
74,0.0008374554454348981,0.021336786448955536,0.006577265914529562,0.06510806083679199
75,0.0008126074098981917,0.020857930183410645,0.007006295025348663,0.06898024678230286
76,0.0008005029521882534,0.020631683990359306,0.00694603007286787,0.06853383034467697
77,0.000812164566013962,0.02085432969033718,0.006698215380311012,0.06613552570343018
78,0.0008068893803283572,0.020866157487034798,0.007220414001494646,0.07070209830999374
79,0.0008166617481037974,0.021000269800424576,0.006726641207933426,0.06631749123334885
80,0.0007990826270543039,0.020740699023008347,0.006391147151589394,0.06321487575769424
81,0.0008187810308299959,0.021006012335419655,0.0061283716931939125,0.06020863354206085
82,0.0007923259981907904,0.020609157159924507,0.006032244767993689,0.05919889733195305
83,0.0007936288020573556,0.020646847784519196,0.006327689625322819,0.06236964836716652
84,0.0008045297581702471,0.020839136093854904,0.005837703589349985,0.056710384786129
85,0.0007945814868435264,0.020699845626950264,0.006246899254620075,0.061508748680353165
86,0.0008097407990135252,0.020882807672023773,0.006779903080314398,0.0668889656662941
87,0.0007849238463677466,0.020529162138700485,0.0067058345302939415,0.0660194680094719
88,0.0007924346136860549,0.02068529836833477,0.007184724789112806,0.07028740644454956
89,0.0008063099230639637,0.020802363753318787,0.005984132178127766,0.058417998254299164
90,0.0007985142874531448,0.020757626742124557,0.007339057978242636,0.07139502465724945
91,0.0007936580805107951,0.020696477964520454,0.006556104868650436,0.06441432982683182
92,0.0007901635835878551,0.020689373835921288,0.0070506129413843155,0.06913971155881882
93,0.0007888731779530644,0.020589562132954597,0.007056715898215771,0.06902869045734406
94,0.0008052947814576328,0.02085498347878456,0.007347185164690018,0.07149511575698853
95,0.000796706706751138,0.020753854885697365,0.006870422046631575,0.06734626740217209
96,0.0008235314744524658,0.021094627678394318,0.009175374172627926,0.0842495709657669
97,0.0007995502091944218,0.020798686891794205,0.007504764944314957,0.0725536197423935
98,0.0007859306060709059,0.020569169893860817,0.008122339844703674,0.07705708593130112
99,0.000787534168921411,0.02061089500784874,0.007529484573751688,0.07252392172813416
100,0.0007821370381861925,0.020527852699160576,0.007316739298403263,0.07065992802381516
101,0.0008316359017044306,0.02118925005197525,0.00922382716089487,0.08454190939664841
102,0.0007930571446195245,0.020745592191815376,0.008028685115277767,0.07602051645517349
103,0.000797879183664918,0.02085184119641781,0.006185578182339668,0.05994401127099991
104,0.0007931105210445821,0.020793337374925613,0.008976026438176632,0.08287106454372406
105,0.0007758369902148843,0.02045072242617607,0.006861293688416481,0.0664353147149086
106,0.0007839252939447761,0.02061808481812477,0.00859473180025816,0.0800015926361084
107,0.0007754628895781934,0.020528553053736687,0.006822485476732254,0.06605017185211182
108,0.0007777178543619812,0.020493052899837494,0.008455744944512844,0.07887877523899078
109,0.0007859505712985992,0.02068021520972252,0.0074931178241968155,0.07149261236190796
110,0.0007797187427058816,0.02052486687898636,0.007812027353793383,0.0737687423825264
