epoch,loss,val_loss
0,0.018150508403778076,0.0026923492550849915
1,0.004051724448800087,0.0018969429656863213
2,0.0037656561471521854,0.001914647757075727
3,0.0031900317408144474,0.0030480504501610994
4,0.002961639082059264,0.0035129219759255648
5,0.0030282267834991217,0.0011222941102460027
6,0.0026279441080987453,0.001966897863894701
7,0.0027155978605151176,0.0010327178752049804
8,0.0025248616002500057,0.0009563477360643446
9,0.0023340140469372272,0.0010792758548632264
10,0.002174911554902792,0.0008432838949374855
11,0.0022708612959831953,0.0008693389245308936
12,0.0022230881731957197,0.0010350282536819577
13,0.002046302193775773,0.0009114990825764835
14,0.001998303923755884,0.0014816722832620144
15,0.0017662140307947993,0.0007248115143738687
16,0.0017314199358224869,0.0008373878663405776
17,0.0017881767125800252,0.0007673935615457594
18,0.001640777220018208,0.000606522720772773
19,0.0016435071593150496,0.0006455534603446722
20,0.0016537943156436086,0.0006092143012210727
21,0.001531881745904684,0.0006084294291213155
22,0.0016192219918593764,0.0005675823776982725
23,0.0014801424695178866,0.0008355260360985994
24,0.001449321978725493,0.0006894487305544317
25,0.0014354558661580086,0.00047775375423952937
26,0.0013861225452274084,0.0004853976424783468
27,0.0012619025073945522,0.0006931646494194865
28,0.0014350049896165729,0.0009139523026533425
29,0.0012932349927723408,0.00042280039633624256
30,0.0013502463698387146,0.00046948122326284647
31,0.0012251614825800061,0.0004065593529958278
32,0.0011051961919292808,0.00043353583896532655
33,0.0012399216648191214,0.000477866007713601
34,0.0011205661576241255,0.0003829826891887933
35,0.0010368339717388153,0.00038132842746563256
36,0.001078103668987751,0.0008948533795773983
37,0.0009915503906086087,0.00036650177207775414
38,0.0010406458750367165,0.0003549483371898532
39,0.0010075526079162955,0.00033169539528898895
40,0.0009988138917833567,0.0003467281349003315
41,0.0010238076793029904,0.000821408350020647
42,0.000906058237887919,0.0003967411757912487
43,0.0009279084042645991,0.00030945337493903935
44,0.0009108643280342221,0.00039143962203525007
45,0.0008445653948001564,0.000316599674988538
46,0.0009013707749545574,0.0004927520640194416
47,0.0009388087200932205,0.0003272508620284498
48,0.0008548052283003926,0.0002925900334957987
49,0.000851316493935883,0.00031091805431060493
50,0.0007116156630218029,0.00026171436184085906
51,0.0007840893813408911,0.0003860479046124965
52,0.0007310978253372014,0.00028921509510837495
53,0.0008146096370182931,0.0002600942680146545
54,0.0008062623674049973,0.00029528705636039376
55,0.0007512145093642175,0.00027510596555657685
56,0.0007150131859816611,0.0002719027688726783
57,0.0007175991195254028,0.00027149158995598555
58,0.0006790370680391788,0.0002648381923791021
59,0.0006768612074665725,0.00022975349565967917
60,0.0006755326176062226,0.00028469073004089296
61,0.0007205932633951306,0.00021217262838035822
62,0.0006793688517063856,0.00032585609005764127
63,0.0006558630848303437,0.00022139291104394943
64,0.0006259160581976175,0.00021987086802255362
65,0.0005827830173075199,0.0002517662651371211
66,0.0005728071555495262,0.0002162162563763559
67,0.0005555505631491542,0.00030901815625838935
68,0.0006034412072040141,0.0002801336522679776
69,0.0006355704972520471,0.00019834734848700464
70,0.0005857013748027384,0.0002267700619995594
71,0.0006260012742131948,0.00022185062698554248
72,0.0006166643579490483,0.00020647469500545412
73,0.0005597880226559937,0.00023783640062902123
74,0.0005799756036140025,0.0002052897325484082
75,0.000588719267398119,0.0001943409733939916
76,0.0005876228678971529,0.0002111216017510742
77,0.0005712033016607165,0.00035733304684981704
78,0.0005598930874839425,0.00017011680756695569
79,0.0005379023496061563,0.00026321926270611584
80,0.0005849035806022584,0.00017375229799654335
81,0.0005751880817115307,0.00018312412430532277
82,0.0005294443690218031,0.00018893880769610405
83,0.0005123632727190852,0.00018938681751023978
84,0.000525693700183183,0.00023477475042454898
85,0.0006090771057642996,0.00028542877407744527
86,0.0005035341018810868,0.00021620358165819198
87,0.0005373932071961462,0.0002504392177797854
88,0.00047717022243887186,0.0002958833647426218
89,0.0005394842009991407,0.00017093506176024675
90,0.0005945931770838797,0.00028581233345903456
91,0.0005736527964472771,0.00017947742890100926
92,0.0005111704231239855,0.00017163627489935607
93,0.0005427287542261183,0.00017591228242963552
94,0.000535494415089488,0.0002943223516922444
95,0.0004904501256532967,0.00015720496594440192
96,0.0005636857240460813,0.00016237622185144573
97,0.0005062270211055875,0.0001611220941413194
98,0.00051749253179878,0.00016515377501491457
99,0.0005192242097109556,0.0001637912355363369
